symbol,quantity,pnl,timestamp
SBIN,39,1419.43,2025-07-14 23:00:03
RELIANCE,-62,3901.91,2025-07-14 22:45:07
HDFC,-32,4286.93,2025-07-14 23:23:31
INFY,-8,685.6,2025-07-14 22:59:26
NIFTY,1,1150.86,2025-07-14 23:20:13
BANKNIFTY,50,-3443.05,2025-07-14 23:11:12
SBIN,-27,-1523.76,2025-07-14 22:45:17
ITC,100,-4807.87,2025-07-14 23:25:07
ICICIBANK,34,-1899.5,2025-07-14 22:57:19
ICICIBANK,-67,1671.47,2025-07-14 23:15:06
SBIN,97,-1947.15,2025-07-14 23:19:31
ICICIBANK,3,-4322.54,2025-07-14 22:54:48
INFY,68,-4434.9,2025-07-14 22:32:16
TCS,27,-906.13,2025-07-14 23:23:19
ONGC,92,2344.48,2025-07-14 23:24:55
HDFC,-45,4094.87,2025-07-14 23:13:45
NIFTY,-87,1804.18,2025-07-14 22:55:08
ITC,-41,-3424.99,2025-07-14 22:31:24
SBIN,28,-4885.76,2025-07-14 22:55:02
ITC,84,-1896.93,2025-07-14 22:54:53
ONGC,-30,1873.41,2025-07-14 23:30:01
TCS,-20,-1453.78,2025-07-14 22:40:26
NIFTY,76,-2407.08,2025-07-14 23:16:37
ITC,73,45.49,2025-07-14 23:25:22
NIFTY,50,4788.04,2025-07-14 22:54:43
NIFTY,60,-148.45,2025-07-14 22:31:47
NIFTY,-6,249.4,2025-07-14 22:49:17
INFY,86,1833.85,2025-07-14 22:59:57
ONGC,14,2003.0,2025-07-14 23:08:55
NIFTY,14,4075.51,2025-07-14 22:48:40
ICICIBANK,-44,-3073.09,2025-07-14 23:17:47
ITC,70,1798.19,2025-07-14 22:51:16
RELIANCE,-33,2294.1,2025-07-14 23:23:57
HDFC,-10,661.36,2025-07-14 22:46:13
SBIN,37,-2267.99,2025-07-14 22:36:40
INFY,-44,-3369.05,2025-07-14 23:25:29
INFY,84,-226.13,2025-07-14 23:14:00
BANKNIFTY,37,-1822.33,2025-07-14 23:21:16
NIFTY,78,3250.67,2025-07-14 22:31:41
ITC,12,113.63,2025-07-14 22:58:36
INFY,100,1273.84,2025-07-14 22:52:01
TCS,-20,-1321.56,2025-07-14 22:52:54
ITC,35,-4698.43,2025-07-14 22:53:41
BANKNIFTY,-37,208.75,2025-07-14 23:12:00
INFY,0,-473.26,2025-07-14 22:54:25
ICICIBANK,-97,1904.67,2025-07-14 22:49:19
ONGC,-32,3470.28,2025-07-14 23:27:18
ONGC,85,4506.96,2025-07-14 23:04:25
ITC,-4,3024.69,2025-07-14 22:42:03
SBIN,-17,821.78,2025-07-14 22:47:44
ICICIBANK,-99,-4594.56,2025-07-14 22:32:40
INFY,30,4649.7,2025-07-14 23:25:00
INFY,-69,2791.36,2025-07-14 23:04:36
SBIN,46,-2860.09,2025-07-14 23:07:30
SBIN,-96,-11.27,2025-07-14 23:15:17
NIFTY,36,1258.68,2025-07-14 22:34:28
SBIN,-27,3587.68,2025-07-14 23:00:28
INFY,-11,151.31,2025-07-14 22:46:35
ONGC,82,-4541.58,2025-07-14 22:47:46
ICICIBANK,19,-2775.86,2025-07-14 22:41:30
ONGC,95,4419.11,2025-07-14 23:26:37
RELIANCE,12,2972.38,2025-07-14 23:26:48
SBIN,-34,4685.66,2025-07-14 23:30:48
TCS,-93,-2080.03,2025-07-14 22:37:29
SBIN,43,3230.39,2025-07-14 23:24:49
INFY,35,-1611.4,2025-07-14 22:41:08
BANKNIFTY,-65,-3588.69,2025-07-14 22:34:59
HDFC,-81,1144.47,2025-07-14 23:05:49
INFY,-12,4009.91,2025-07-14 23:06:54
ONGC,98,-3580.15,2025-07-14 22:36:05
INFY,6,-2823.26,2025-07-14 22:37:45
TCS,-2,-3644.1,2025-07-14 23:25:13
HDFC,37,-2760.08,2025-07-14 22:34:10
INFY,100,-3208.07,2025-07-14 23:02:33
ICICIBANK,-92,1783.02,2025-07-14 22:45:33
HDFC,-49,791.2,2025-07-14 22:50:34
ONGC,9,-2081.62,2025-07-14 22:59:55
TCS,15,803.73,2025-07-14 22:48:02
ICICIBANK,-49,-4593.04,2025-07-14 23:25:59
HDFC,29,-1479.2,2025-07-14 23:12:31
NIFTY,81,3302.59,2025-07-14 23:11:35
TCS,25,-3560.8,2025-07-14 22:33:44
RELIANCE,50,-73.47,2025-07-14 23:07:35
TCS,40,-1415.64,2025-07-14 23:10:10
ICICIBANK,31,4915.23,2025-07-14 22:41:19
RELIANCE,32,-2784.64,2025-07-14 22:50:13
HDFC,-78,-2499.34,2025-07-14 23:25:33
NIFTY,39,-285.34,2025-07-14 22:54:50
ITC,89,3957.53,2025-07-14 22:31:17
NIFTY,-29,2627.36,2025-07-14 23:12:45
HDFC,-64,-4540.7,2025-07-14 23:09:09
ONGC,30,2531.84,2025-07-14 23:03:51
SBIN,-15,946.91,2025-07-14 22:58:06
ICICIBANK,-59,-239.81,2025-07-14 23:08:04
BANKNIFTY,90,1629.24,2025-07-14 23:20:19
ONGC,-46,828.6,2025-07-14 22:37:53
SBIN,54,-3720.42,2025-07-14 23:27:25
ICICIBANK,-50,-3535.32,2025-07-14 23:02:56
TCS,-48,-3179.18,2025-07-14 22:35:32
RELIANCE,14,-3095.76,2025-07-14 23:20:53
ICICIBANK,-10,3854.57,2025-07-14 22:33:20
ICICIBANK,-28,968.64,2025-07-14 23:25:58
RELIANCE,-47,2039.55,2025-07-14 23:24:22
ICICIBANK,85,-3893.44,2025-07-14 22:49:48
NIFTY,95,-306.89,2025-07-14 22:59:59
BANKNIFTY,66,-1493.9,2025-07-14 23:30:00
BANKNIFTY,32,2564.4,2025-07-14 22:44:07
NIFTY,31,-4803.64,2025-07-14 22:52:55
INFY,-86,4002.92,2025-07-14 23:05:52
ONGC,71,-4451.86,2025-07-14 23:16:27
ITC,23,-332.62,2025-07-14 22:38:24
TCS,-66,41.94,2025-07-14 23:20:55
ONGC,95,4440.41,2025-07-14 23:24:09
HDFC,-52,-1708.61,2025-07-14 23:22:28
TCS,-98,3401.2,2025-07-14 23:11:41
SBIN,26,-1184.03,2025-07-14 23:03:21
RELIANCE,-13,-4494.14,2025-07-14 23:24:34
ITC,-59,-1016.89,2025-07-14 22:41:33
RELIANCE,36,4978.68,2025-07-14 22:59:12
SBIN,-51,-1011.92,2025-07-14 23:03:41
BANKNIFTY,68,2631.57,2025-07-14 23:17:10
ICICIBANK,84,-1445.14,2025-07-14 23:21:12
HDFC,5,-3586.67,2025-07-14 23:10:14
HDFC,78,-999.07,2025-07-14 23:20:24
RELIANCE,-1,1136.96,2025-07-14 23:00:03
TCS,-94,-4392.89,2025-07-14 23:03:01
ONGC,-1,2225.74,2025-07-14 22:34:07
ONGC,17,3074.07,2025-07-14 23:08:32
BANKNIFTY,-22,2996.17,2025-07-14 22:33:28
BANKNIFTY,69,-3041.17,2025-07-14 23:22:09
INFY,-14,-4157.81,2025-07-14 23:07:00
INFY,22,-1268.99,2025-07-14 22:46:02
INFY,89,-3977.08,2025-07-14 22:51:42
ITC,66,-1206.7,2025-07-14 23:23:09
NIFTY,-62,3925.74,2025-07-14 23:27:21
TCS,-76,-2490.02,2025-07-14 22:37:40
NIFTY,-35,2238.52,2025-07-14 23:07:49
ITC,78,1150.95,2025-07-14 23:24:13
INFY,94,-4991.04,2025-07-14 22:36:11
RELIANCE,-92,-2316.22,2025-07-14 23:27:11
ONGC,-81,4.22,2025-07-14 22:57:29
SBIN,25,-4841.78,2025-07-14 22:53:03
HDFC,51,2486.21,2025-07-14 23:10:38
ONGC,84,-4942.43,2025-07-14 23:08:35
INFY,48,655.76,2025-07-14 22:35:24
BANKNIFTY,0,-1457.74,2025-07-14 22:40:36
INFY,41,-2788.43,2025-07-14 22:57:00
INFY,84,1074.13,2025-07-14 22:52:48
HDFC,35,-3682.79,2025-07-14 22:57:34
ICICIBANK,24,-3280.77,2025-07-14 23:07:50
INFY,54,-819.0,2025-07-14 22:33:01
TCS,-38,4400.62,2025-07-14 23:07:57
INFY,79,2611.6,2025-07-14 23:10:03
NIFTY,-14,2856.95,2025-07-14 23:21:05
ONGC,-52,4038.55,2025-07-14 23:30:36
ONGC,-65,-2079.45,2025-07-14 22:45:20
TCS,-86,1145.01,2025-07-14 23:21:44
ICICIBANK,-3,-3974.86,2025-07-14 22:39:52
INFY,21,2338.8,2025-07-14 23:17:55
NIFTY,38,3611.61,2025-07-14 23:19:16
ITC,-97,-2451.31,2025-07-14 22:36:49
HDFC,-59,3734.1,2025-07-14 22:42:22
RELIANCE,70,-2973.95,2025-07-14 23:18:54
ICICIBANK,-90,3204.4,2025-07-14 23:07:55
ITC,-20,-510.68,2025-07-14 22:39:31
BANKNIFTY,6,-2694.95,2025-07-14 22:44:08
ITC,7,359.12,2025-07-14 22:45:59
TCS,-59,4185.27,2025-07-14 23:27:24
HDFC,-75,4962.77,2025-07-14 23:07:00
ITC,41,-1069.13,2025-07-14 23:28:23
HDFC,-1,903.39,2025-07-14 23:11:28
NIFTY,-85,178.64,2025-07-14 23:05:03
ICICIBANK,-46,-4814.95,2025-07-14 23:12:23
BANKNIFTY,-30,-3114.79,2025-07-14 22:45:38
ITC,40,1265.22,2025-07-14 23:27:41
HDFC,-37,-206.14,2025-07-14 23:31:06
HDFC,-93,-2772.76,2025-07-14 23:28:47
SBIN,-82,1487.58,2025-07-14 23:18:40
RELIANCE,-9,673.41,2025-07-14 23:15:42
NIFTY,-86,3107.33,2025-07-14 22:41:26
SBIN,-80,232.57,2025-07-14 23:11:19
NIFTY,38,3961.14,2025-07-14 22:49:16
ONGC,96,707.18,2025-07-14 22:34:59
ICICIBANK,27,-2430.51,2025-07-14 23:21:08
INFY,93,-3932.3,2025-07-14 23:15:10
BANKNIFTY,71,4509.74,2025-07-14 23:20:56
SBIN,68,4031.61,2025-07-14 23:19:52
ONGC,26,3170.34,2025-07-14 22:40:43
SBIN,-67,3535.35,2025-07-14 23:16:07
SBIN,-17,1836.16,2025-07-14 22:54:01
ITC,-23,-2750.71,2025-07-14 22:43:04
BANKNIFTY,22,2293.27,2025-07-14 23:15:40
ITC,23,831.9,2025-07-14 22:59:02
ITC,-67,361.35,2025-07-14 23:05:28
HDFC,-94,3320.56,2025-07-14 22:57:36
ICICIBANK,-15,-2665.53,2025-07-14 22:32:46
NIFTY,-99,1529.48,2025-07-14 22:41:02
SBIN,2,-2979.72,2025-07-14 23:10:17
BANKNIFTY,28,-3470.13,2025-07-14 23:22:21
ICICIBANK,-97,3669.27,2025-07-14 22:33:15
ICICIBANK,-46,-3531.62,2025-07-14 22:54:15
NIFTY,-2,-1107.01,2025-07-14 23:29:47
RELIANCE,-34,-2146.09,2025-07-14 23:18:08
ONGC,67,3145.79,2025-07-14 23:17:35
ONGC,21,-3159.44,2025-07-14 22:49:43
INFY,-6,2607.34,2025-07-14 23:26:43
ONGC,70,3426.95,2025-07-14 23:10:42
SBIN,-35,1971.49,2025-07-14 23:28:14
BANKNIFTY,-54,-4007.76,2025-07-14 22:43:52
ITC,-16,-4427.98,2025-07-14 22:49:59
RELIANCE,11,2842.42,2025-07-14 22:50:09
BANKNIFTY,85,-3241.02,2025-07-14 22:45:04
INFY,22,432.87,2025-07-14 22:35:23
ICICIBANK,-94,-12.65,2025-07-14 22:58:08
BANKNIFTY,81,599.37,2025-07-14 23:02:55
TCS,80,2718.01,2025-07-14 23:19:48
ONGC,53,1685.93,2025-07-14 23:17:16
BANKNIFTY,-14,-3416.64,2025-07-14 23:19:27
INFY,53,91.47,2025-07-14 22:44:05
INFY,-49,-3889.0,2025-07-14 22:37:54
INFY,-25,3822.31,2025-07-14 23:22:52
SBIN,-74,3942.48,2025-07-14 22:33:08
INFY,56,-3283.08,2025-07-14 23:07:50
RELIANCE,31,4968.47,2025-07-14 22:35:10
HDFC,-84,-1045.55,2025-07-14 23:25:46
NIFTY,-48,-4795.36,2025-07-14 22:43:31
BANKNIFTY,50,2973.22,2025-07-14 23:22:14
HDFC,14,-1403.31,2025-07-14 22:56:51
SBIN,52,686.64,2025-07-14 22:46:05
BANKNIFTY,-70,1505.57,2025-07-14 22:56:42
SBIN,-80,712.46,2025-07-14 22:38:32
TCS,-64,-3312.84,2025-07-14 23:25:11
TCS,32,1272.22,2025-07-14 23:25:45
ONGC,-64,-4985.53,2025-07-14 22:36:48
BANKNIFTY,84,-971.59,2025-07-14 22:41:26
TCS,48,-4552.31,2025-07-14 22:31:17
HDFC,48,1690.37,2025-07-14 22:49:22
NIFTY,-91,4117.59,2025-07-14 22:37:18
RELIANCE,81,2124.65,2025-07-14 23:01:03
INFY,66,4922.28,2025-07-14 23:28:15
TCS,29,2772.27,2025-07-14 22:35:08
ICICIBANK,70,473.82,2025-07-14 23:25:01
SBIN,-46,2055.21,2025-07-14 22:34:33
HDFC,-90,2610.22,2025-07-14 22:57:48
HDFC,-69,314.67,2025-07-14 22:31:17
TCS,92,1668.07,2025-07-14 23:21:06
ITC,-99,4441.59,2025-07-14 23:25:33
INFY,-94,-27.9,2025-07-14 23:21:43
RELIANCE,-1,-4642.77,2025-07-14 22:45:40
RELIANCE,96,2002.6,2025-07-14 22:36:30
NIFTY,-85,4214.76,2025-07-14 23:30:39
ITC,18,426.81,2025-07-14 22:46:57
INFY,-18,482.46,2025-07-14 22:33:18
ONGC,-48,-2456.27,2025-07-14 22:37:03
SBIN,30,-3536.57,2025-07-14 23:08:32
HDFC,55,3118.29,2025-07-14 23:00:43
TCS,-84,-3811.57,2025-07-14 22:41:24
ONGC,77,-168.73,2025-07-14 23:26:14
TCS,-77,-4886.05,2025-07-14 23:08:15
RELIANCE,30,-762.07,2025-07-14 23:20:44
ONGC,80,95.51,2025-07-14 23:01:28
RELIANCE,-88,-1403.17,2025-07-14 22:55:12
ONGC,19,3433.15,2025-07-14 22:51:12
BANKNIFTY,57,-3843.74,2025-07-14 22:31:54
HDFC,-86,-3221.31,2025-07-14 23:25:30
BANKNIFTY,55,2935.78,2025-07-14 22:46:00
BANKNIFTY,73,3024.96,2025-07-14 23:23:23
NIFTY,64,-18.87,2025-07-14 23:26:59
ITC,76,-3710.17,2025-07-14 22:56:04
ICICIBANK,-89,-4713.82,2025-07-14 23:03:12
BANKNIFTY,93,558.84,2025-07-14 22:35:46
HDFC,-46,3228.7,2025-07-14 22:50:37
ONGC,-88,-2827.36,2025-07-14 23:16:14
ITC,-57,-0.55,2025-07-14 22:53:13
HDFC,94,-4687.08,2025-07-14 23:19:13
RELIANCE,-18,-4244.53,2025-07-14 23:30:11
SBIN,-16,-584.42,2025-07-14 22:37:32
INFY,91,3431.47,2025-07-14 22:36:09
HDFC,-11,3509.79,2025-07-14 23:03:35
TCS,-82,-1546.79,2025-07-14 23:03:49
ICICIBANK,58,285.39,2025-07-14 23:24:01
INFY,5,1163.75,2025-07-14 23:22:40
HDFC,85,-4854.01,2025-07-14 23:26:51
NIFTY,-89,-1355.09,2025-07-14 23:04:40
NIFTY,-13,-4666.83,2025-07-14 22:40:59
INFY,-71,-4741.57,2025-07-14 22:48:02
BANKNIFTY,67,4875.85,2025-07-14 23:16:23
SBIN,4,3812.08,2025-07-14 23:26:26
TCS,90,-3592.35,2025-07-14 22:59:02
INFY,98,-3261.95,2025-07-14 23:19:11
BANKNIFTY,29,3962.73,2025-07-14 23:17:47
NIFTY,35,701.91,2025-07-14 23:01:17
TCS,-77,1136.77,2025-07-14 23:22:13
RELIANCE,-71,724.14,2025-07-14 23:17:20
NIFTY,13,-4555.32,2025-07-14 22:32:35
NIFTY,-54,1262.52,2025-07-14 23:29:39
ONGC,86,3370.56,2025-07-14 23:06:04
ITC,81,-457.92,2025-07-14 23:09:26
SBIN,17,-1009.96,2025-07-14 22:59:46
NIFTY,28,-2947.66,2025-07-14 22:32:48
ICICIBANK,29,2479.79,2025-07-14 23:22:35
ITC,53,-2818.64,2025-07-14 23:04:29
HDFC,-49,2474.39,2025-07-14 23:01:56
SBIN,90,-756.93,2025-07-14 22:34:31
HDFC,-25,-2567.4,2025-07-14 23:03:05
TCS,70,-4071.82,2025-07-14 23:14:55
HDFC,69,-4478.62,2025-07-14 23:14:33
INFY,63,-4425.37,2025-07-14 23:24:16
SBIN,27,2841.85,2025-07-14 23:09:33
RELIANCE,-11,-4441.98,2025-07-14 23:02:05
ITC,-95,4040.81,2025-07-14 23:08:56
ITC,100,-1863.76,2025-07-14 23:06:16
RELIANCE,-40,4757.67,2025-07-14 23:03:40
SBIN,-8,3233.03,2025-07-14 23:00:30
HDFC,94,2148.49,2025-07-14 22:42:58
SBIN,45,608.91,2025-07-14 23:03:11
TCS,25,1792.5,2025-07-14 22:51:02
ONGC,-46,-2536.17,2025-07-14 22:53:38
BANKNIFTY,-52,1378.73,2025-07-14 22:47:47
INFY,43,4925.54,2025-07-14 23:20:28
SBIN,-58,-73.31,2025-07-14 22:54:00
ICICIBANK,68,2425.45,2025-07-14 23:08:43
ICICIBANK,-76,-3165.59,2025-07-14 22:38:09
NIFTY,48,3449.77,2025-07-14 22:33:37
RELIANCE,-87,577.53,2025-07-14 22:54:58
INFY,-20,4688.17,2025-07-14 22:59:33
ICICIBANK,24,867.8,2025-07-14 23:02:11
HDFC,-3,-4480.55,2025-07-14 22:44:15
INFY,23,1757.31,2025-07-14 22:39:20
SBIN,-26,3065.52,2025-07-14 22:43:52
ICICIBANK,83,1107.02,2025-07-14 22:31:56
NIFTY,5,-4343.68,2025-07-14 22:56:43
RELIANCE,47,-2561.63,2025-07-14 23:25:24
BANKNIFTY,58,2640.08,2025-07-14 23:23:00
ICICIBANK,-73,-2727.61,2025-07-14 22:47:51
BANKNIFTY,6,-4082.45,2025-07-14 23:30:13
TCS,92,-1118.21,2025-07-14 22:39:41
TCS,-97,-3165.8,2025-07-14 23:06:13
INFY,-15,-2959.91,2025-07-14 23:00:16
BANKNIFTY,63,3142.82,2025-07-14 23:25:06
ICICIBANK,45,4837.91,2025-07-14 22:58:58
ONGC,33,-256.93,2025-07-14 23:11:30
ONGC,-63,-4279.37,2025-07-14 22:52:53
BANKNIFTY,28,-4117.26,2025-07-14 22:44:45
HDFC,56,3686.51,2025-07-14 23:06:46
BANKNIFTY,89,-3990.88,2025-07-14 23:30:58
ICICIBANK,69,1556.0,2025-07-14 22:36:54
NIFTY,-29,2056.01,2025-07-14 22:43:59
BANKNIFTY,-22,-3461.9,2025-07-14 23:24:06
HDFC,-21,-2435.63,2025-07-14 23:26:52
HDFC,-53,2148.38,2025-07-14 23:20:57
BANKNIFTY,2,1340.45,2025-07-14 22:44:05
BANKNIFTY,81,-1295.94,2025-07-14 22:36:01
TCS,-95,168.41,2025-07-14 23:05:38
HDFC,-69,-3428.09,2025-07-14 23:30:49
SBIN,54,-4125.29,2025-07-14 23:21:02
ONGC,76,-482.53,2025-07-14 23:02:11
ICICIBANK,12,2467.12,2025-07-14 22:44:30
SBIN,-45,-4512.89,2025-07-14 23:23:23
TCS,-57,-4326.93,2025-07-14 22:38:00
INFY,41,-2543.01,2025-07-14 22:56:36
BANKNIFTY,44,2920.64,2025-07-14 22:51:29
ITC,68,-493.02,2025-07-14 23:15:47
INFY,-83,1445.99,2025-07-14 23:21:17
ICICIBANK,-37,933.52,2025-07-14 22:35:15
ICICIBANK,-13,-760.7,2025-07-14 22:45:19
HDFC,52,-1483.99,2025-07-14 23:08:04
BANKNIFTY,-82,2566.96,2025-07-14 23:19:09
ICICIBANK,-6,-4312.32,2025-07-14 23:28:07
HDFC,78,-2797.84,2025-07-14 22:56:38
ITC,58,-1015.27,2025-07-14 23:10:35
HDFC,-89,4659.97,2025-07-14 23:21:49
RELIANCE,-90,-178.57,2025-07-14 23:12:37
BANKNIFTY,32,1489.99,2025-07-14 22:32:34
ITC,-95,-977.06,2025-07-14 23:22:56
ITC,-28,-2023.57,2025-07-14 22:53:11
TCS,-97,-729.48,2025-07-14 23:14:56
SBIN,63,-7.16,2025-07-14 22:56:41
ONGC,-65,-117.3,2025-07-14 23:25:12
INFY,-5,2679.1,2025-07-14 23:16:24
ICICIBANK,16,4509.67,2025-07-14 22:41:49
RELIANCE,-32,4094.92,2025-07-14 22:54:55
ONGC,-50,-1577.92,2025-07-14 22:36:07
INFY,89,-3519.7,2025-07-14 22:48:43
BANKNIFTY,3,-270.49,2025-07-14 22:46:56
ICICIBANK,52,-1329.34,2025-07-14 23:28:40
SBIN,-37,-3094.69,2025-07-14 22:58:42
ICICIBANK,-14,4885.13,2025-07-14 22:54:23
HDFC,-28,4788.24,2025-07-14 22:47:27
TCS,-15,-4887.14,2025-07-14 23:23:46
HDFC,28,3182.72,2025-07-14 23:13:49
NIFTY,-77,2340.37,2025-07-14 22:38:24
INFY,38,-3437.67,2025-07-14 22:42:23
ICICIBANK,82,-276.36,2025-07-14 22:55:05
NIFTY,-68,-4359.75,2025-07-14 23:22:10
TCS,-54,-343.25,2025-07-14 22:33:49
HDFC,68,1467.99,2025-07-14 22:32:18
ICICIBANK,-41,-1639.28,2025-07-14 22:32:55
NIFTY,-65,4976.28,2025-07-14 22:58:54
NIFTY,-52,-3178.86,2025-07-14 23:03:18
BANKNIFTY,-87,3169.37,2025-07-14 23:01:46
NIFTY,-12,4232.49,2025-07-14 23:02:36
ONGC,-37,3860.17,2025-07-14 23:13:37
NIFTY,87,1522.49,2025-07-14 22:42:02
SBIN,72,4192.74,2025-07-14 23:29:57
SBIN,-75,-4766.85,2025-07-14 23:22:45
ITC,-85,-1073.95,2025-07-14 22:42:08
BANKNIFTY,60,3646.2,2025-07-14 23:07:31
BANKNIFTY,-45,-1935.54,2025-07-14 22:34:49
HDFC,71,-189.6,2025-07-14 23:20:37
NIFTY,-6,-4426.35,2025-07-14 23:28:01
ONGC,-42,-4902.09,2025-07-14 22:59:59
TCS,-14,3216.35,2025-07-14 22:49:02
SBIN,-15,-2931.99,2025-07-14 23:26:31
ONGC,93,3096.78,2025-07-14 22:44:15
HDFC,27,-862.07,2025-07-14 23:05:22
TCS,-96,-3509.1,2025-07-14 23:15:19
SBIN,93,2582.52,2025-07-14 23:21:26
HDFC,8,-655.61,2025-07-14 22:35:43
INFY,55,-2789.61,2025-07-14 22:36:38
ICICIBANK,66,-4986.27,2025-07-14 23:22:48
SBIN,-72,2990.81,2025-07-14 22:34:09
INFY,-54,722.5,2025-07-14 23:25:53
ONGC,-3,-1366.47,2025-07-14 22:55:23
BANKNIFTY,60,4364.84,2025-07-14 22:43:24
ICICIBANK,-90,155.48,2025-07-14 23:03:19
ONGC,87,2451.42,2025-07-14 23:09:23
TCS,-9,2388.52,2025-07-14 22:53:43
ITC,-40,-1877.29,2025-07-14 23:14:05
ICICIBANK,50,3109.2,2025-07-14 23:12:12
ITC,-30,3060.77,2025-07-14 23:14:14
ONGC,-29,3742.23,2025-07-14 23:05:40
TCS,-81,3910.33,2025-07-14 22:46:02
SBIN,88,1446.18,2025-07-14 23:14:26
RELIANCE,-94,2969.97,2025-07-14 23:09:35
ONGC,14,1222.84,2025-07-14 22:37:13
RELIANCE,-1,139.66,2025-07-14 22:35:18
ITC,70,4831.43,2025-07-14 22:35:50
BANKNIFTY,-84,328.51,2025-07-14 22:58:06
TCS,-33,-1544.32,2025-07-14 23:15:26
ICICIBANK,81,-4015.76,2025-07-14 22:54:01
NIFTY,56,845.09,2025-07-14 23:19:48
INFY,-73,4447.8,2025-07-14 22:45:46
RELIANCE,-16,-4752.42,2025-07-14 23:05:48
ICICIBANK,32,3345.26,2025-07-14 22:35:40
BANKNIFTY,-40,1456.0,2025-07-14 22:56:25
ITC,83,2752.1,2025-07-14 22:56:38
ICICIBANK,25,-2635.13,2025-07-14 22:48:55
ICICIBANK,-15,-4111.84,2025-07-14 23:10:42
NIFTY,-96,-107.63,2025-07-14 22:50:33
ICICIBANK,-13,1835.29,2025-07-14 22:51:36
ICICIBANK,46,293.78,2025-07-14 22:45:57
ONGC,38,4405.93,2025-07-14 23:22:31
RELIANCE,-64,-1284.41,2025-07-14 23:09:04
BANKNIFTY,69,1413.16,2025-07-14 22:32:20
ONGC,53,945.76,2025-07-14 22:52:13
RELIANCE,-43,-4942.84,2025-07-14 23:21:44
RELIANCE,57,-2185.3,2025-07-14 23:11:49
RELIANCE,27,3388.61,2025-07-14 23:07:23
TCS,-40,1192.95,2025-07-14 23:15:37
ICICIBANK,25,1783.94,2025-07-14 23:10:00
ITC,93,3423.88,2025-07-14 22:34:37
TCS,45,4657.19,2025-07-14 22:54:32
HDFC,96,496.87,2025-07-14 23:10:35
BANKNIFTY,27,-3505.53,2025-07-14 22:59:09
SBIN,12,-2529.76,2025-07-14 22:52:33
HDFC,-10,902.67,2025-07-14 23:07:43
HDFC,99,90.44,2025-07-14 23:07:48
ICICIBANK,-30,3414.56,2025-07-14 22:39:08
ICICIBANK,8,-4614.27,2025-07-14 23:18:47
ICICIBANK,-18,-1327.93,2025-07-14 23:26:22
ITC,-67,-4290.02,2025-07-14 23:02:51
ITC,-15,-3853.53,2025-07-14 23:15:34
INFY,82,2837.1,2025-07-14 23:10:21
RELIANCE,-50,3925.92,2025-07-14 23:19:22
RELIANCE,31,-4859.94,2025-07-14 22:37:57
